2025-06-18 16:58:19: Row 762: Invalid voltages: 1.8408, -0.0027
2025-06-18 16:58:19: Row 763: Invalid voltages: 1.8408, -0.0027
2025-06-18 16:58:19: Row 764: Invalid voltages: 1.8408, -0.0027
2025-06-18 16:58:19: Row 765: Invalid voltages: 1.8408, -0.0027
2025-06-18 16:58:19: Row 766: Invalid voltages: 1.8407, -0.0027
2025-06-18 16:58:19: Row 767: Invalid voltages: 1.8407, -0.0027
2025-06-18 16:58:19: Row 768: Invalid voltages: 1.8407, -0.0027
2025-06-18 16:58:19: Row 769: Invalid voltages: 1.8406, -0.0027
2025-06-18 16:58:19: Row 770: Invalid voltages: 1.8407, -0.0027
2025-06-18 16:58:19: Row 771: Invalid voltages: 1.8407, -0.0028
2025-06-18 16:58:19: Row 772: Invalid voltages: 1.8407, -0.0028
2025-06-18 16:58:19: Row 773: Invalid voltages: 1.8406, -0.0027
2025-06-18 16:58:19: Row 774: Invalid voltages: 1.8406, -0.0028
2025-06-18 16:58:19: Row 775: Invalid voltages: 1.8389, -0.0028
2025-06-18 16:58:19: Row 776: Invalid voltages: 1.8406, -0.0027
2025-06-18 16:58:19: Row 777: Invalid voltages: 1.8400, -0.0027
2025-06-18 16:58:19: Row 778: Invalid voltages: 1.8406, -0.0027
2025-06-18 16:58:19: Row 779: Invalid voltages: 1.8406, -0.0031
2025-06-18 16:58:19: Row 780: Invalid voltages: 1.8405, -0.0027
2025-06-18 16:58:19: Row 781: Invalid voltages: 1.8406, -0.0027
2025-06-18 16:58:19: Row 782: Invalid voltages: 1.8405, -0.0026
2025-06-18 16:58:19: Row 783: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 784: Invalid voltages: 1.8404, -0.0036
2025-06-18 16:58:19: Row 785: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 786: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 787: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 788: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 789: Invalid voltages: 1.8403, -0.0027
2025-06-18 16:58:19: Row 790: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 791: Invalid voltages: 1.8403, -0.0027
2025-06-18 16:58:19: Row 792: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 793: Invalid voltages: 1.8403, -0.0027
2025-06-18 16:58:19: Row 794: Invalid voltages: 1.8404, -0.0027
2025-06-18 16:58:19: Row 795: Invalid voltages: 1.8403, -0.0027
2025-06-18 16:58:19: Row 796: Invalid voltages: 1.8403, -0.0027
2025-06-18 16:58:19: Row 797: Invalid voltages: 1.8403, -0.0027
2025-06-18 16:58:19: Row 798: Invalid voltages: 1.8403, -0.0027
2025-06-18 16:58:19: Row 799: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 800: Invalid voltages: 1.8402, -0.0027
2025-06-18 16:58:19: Row 801: Invalid voltages: 1.8368, -0.0027
2025-06-18 16:58:19: Row 802: Invalid voltages: 1.8402, -0.0026
2025-06-18 16:58:19: Row 803: Invalid voltages: 1.8402, -0.0026
2025-06-18 16:58:19: Row 804: Invalid voltages: 1.8402, -0.0027
2025-06-18 16:58:19: Row 805: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 806: Invalid voltages: 1.8402, -0.0029
2025-06-18 16:58:19: Row 807: Invalid voltages: 1.8402, -0.0027
2025-06-18 16:58:19: Row 808: Invalid voltages: 1.8402, -0.0027
2025-06-18 16:58:19: Row 809: Invalid voltages: 1.8402, -0.0027
2025-06-18 16:58:19: Row 810: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 811: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 812: Invalid voltages: 1.8401, -0.0026
2025-06-18 16:58:19: Row 813: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 814: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 815: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 816: Invalid voltages: 1.8399, -0.0027
2025-06-18 16:58:19: Row 817: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 818: Invalid voltages: 1.8401, -0.0027
2025-06-18 16:58:19: Row 819: Invalid voltages: 1.8400, -0.0027
2025-06-18 16:58:19: Row 820: Invalid voltages: 1.8400, -0.0027
2025-06-18 16:58:19: Row 821: Invalid voltages: 1.8400, -0.0027
2025-06-18 16:58:19: Row 822: Invalid voltages: 1.8399, -0.0026
2025-06-18 16:58:19: Row 823: Invalid voltages: 1.8399, -0.0026
2025-06-18 16:58:19: Row 824: Invalid voltages: 1.8399, -0.0027
2025-06-18 16:58:19: Row 825: Invalid voltages: 1.8399, -0.0027
